row_index,organization_original,standardized_org,similarity_score
20400,"Innovation Capital Law Group, LLP","INNOVATION CAPITAL LAW GROUP, LLP",100.0
20426,Pearl Cohen Zedek Latzer,PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
20428,"Birch, Stewart Kolasch & Birch, LLP","Birch, Stewart, Kolasch & Birch, LLP",100.0
20432,Dickinson Wright RLLP,Dickinson Wright PLLC,100.0
20434,"Fish & Richardson, PC",Fish & Richardson P.C.,100.0
20440,Husch Blackwell,Husch Blackwell LLP,100.0
20445,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
20446,"Lempia Summerfield Katz, LLC",Lempia Summerfield Katz LLC,100.0
20452,Bryan Cave LLP,Bryan Cave Leighton Paisner LLP,100.0
20453,Schwegman Lundberg & Woessner,"Schwegman Lundberg & Woessner, P.A.",100.0
20470,"Thomas Horstemeyer, LLP","Thomas | Horstemeyer, LLP",100.0
20472,"Sterne, Kessler, Goldstein, & Fox","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
20483,Lowenstein Sandler,Lowenstein Sandler LLP,100.0
20493,Staas & Halsey LLP,STAAS & HALSEY LLP,100.0
20495,Baker McKenzie LLP,Baker & McKenzie LLP,100.0
20498,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
20525,DLA Piper,DLA Piper LLP (US),100.0
20533,"F. Chau & Associates, LLC","F. CHAU & ASSOCIATES, LLC",100.0
20535,ArentFox Schiff,ArentFox Schiff LLP,100.0
20539,Sughrue Mion Zinn MacPeak and Seas,"Sughrue Mion, PLLC",100.0
20541,DLA Piper,DLA Piper LLP (US),100.0
20547,Kramer Levin Nafalis & Frankel LLP,Kramer Levin Naftalis & Frankel LLP,98.24561403508773
20550,Finnegan Henderson,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
20553,Barnes & Thornburg,Barnes & Thornburg LLP,100.0
20555,"McAndrews, Held & Malloy LTD","McAndrews, Held & Malloy, Ltd.",100.0
20566,Ladas & Parry LLP,"Ladas & Parry, LLP",100.0
20567,Lerner David Littenberg Krumholz and Mentlik LLP,Lerner David LLP,100.0
20569,Schwegman Lundberg & Woessner,"Schwegman Lundberg & Woessner, P.A.",100.0
20573,Morrison and Foerster LLP,Morrison & Foerster LLP,100.0
20576,Levine Bagade Han LLP,Han IP PLLC,100.0
20577,Bookoff McAndrews PLLC,"Bookoff McAndrews, PLLC",100.0
20586,"Sterne, Kessler, Goldstein & Fox PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
20589,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
20590,"Saliwanchik, LLoyd & Eisenschenk","SALIWANCHIK, LLOYD & EISENSCHENK",100.0
20599,"Leydig, Voit & Mayer","Leydig, Voit & Mayer, Ltd.",100.0
20602,"Shook, Hardy & Bacon LLP","Shook, Hardy & Bacon L.L.P.",100.0
20613,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
20616,F. Chau & Associates,"F. CHAU & ASSOCIATES, LLC",100.0
20627,"Foley & Lardner, LLP",Foley & Lardner LLP,100.0
20629,Calfee Halter & Griswold LLP,"Calfee, Halter & Griswold LLP",100.0
20631,Haynes and Boone LLP,"Haynes and Boone, LLP",100.0
20633,DENTONS US LLP,Dentons US LLP,100.0
20641,Nixon & Vanderhye PC,Nixon & Vanderhye P.C.,100.0
20644,Pepper Hamilton LLP,Troutman Pepper Hamilton Sanders LLP,100.0
20646,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
20650,Jones day,Jones Day,100.0
20651,Knobble Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",98.03921568627452
20685,"Baker & McKenzie, LLP",Baker & McKenzie LLP,100.0
20686,Pearl Cohen Zedek Latzer LLP,PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
20690,"Barclay Damon, LLP",Barclay Damon LLP,100.0
20694,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
20700,"Saliwanchik Lloyd & Saliwanchik, PA","SALIWANCHIK, LLOYD & EISENSCHENK",100.0
20701,"Morgan, Lewis & Bockius","Morgan, Lewis & Bockius LLP",100.0
20707,Schwegman Lundberg Woessner P.A.,"Schwegman Lundberg & Woessner, P.A.",100.0
20709,"McDermott Will & Emery, LLP",McDermott Will & Emery LLP,100.0
20726,Morrison & Foerster,Morrison & Foerster LLP,100.0
20731,"Pepper Hamilton, LLP",Troutman Pepper Hamilton Sanders LLP,100.0
20745,Seager Tufte Wickhem LLP,"Seager, Tufte & Wickhem, LLP",100.0
20752,"Slater & Matsil, L.L.P.","Slater Matsil, LLP",100.0
20753,Banner Witcoff,"Banner & Witcoff, Ltd.",100.0
20767,"Pearl Cohen Zedek Latzer Baratz, LLP",PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
20775,Perkins Coie,Perkins Coie LLP,100.0
20780,Morgan Lewis,"Morgan, Lewis & Bockius LLP",100.0
20781,Alston & Bird Bank of America Plaza,Alston & Bird LLP,100.0
20785,Merchant and Gould,Merchant & Gould P.C.,100.0
20792,"LEE & HAYES, PLLC","Lee & Hayes, P.C.",100.0
20797,"Leydig, Voit, and Mayer","Leydig, Voit & Mayer, Ltd.",100.0
20802,Baker & Hostetler LLP,BakerHostetler,100.0
20804,Holland & Hart,Holland & Hart LLP,100.0
20806,"Norris, McLaughlin & Marcus, PA","Norris McLaughlin, P.A.",100.0
20812,"Sheridan Ross, P.C.",Sheridan Ross P.C.,100.0
20814,Foley & Lardner,Foley & Lardner LLP,100.0
20822,Li & Cai Intellectual Property Office,Li & Cai Intellectual Property (USA) Office,100.0
20854,"Schwegman, Lundberg & Woessner","Schwegman Lundberg & Woessner, P.A.",100.0
20856,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
20865,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
20867,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
20873,"FIG. 1 Patents, PLLC",FIG. 1 Patents,100.0
20884,Wilson Sonsini,Wilson Sonsini Goodrich & Rosati,100.0
20885,"Merchant & Gould, PC",Merchant & Gould P.C.,100.0
20892,"McAndrews, Held & Malloy","McAndrews, Held & Malloy, Ltd.",100.0
20893,ARENTFOX SCHIFF LLP,ArentFox Schiff LLP,100.0
20895,Dinsmore and Shohl LLP,Dinsmore & Shohl LLP,100.0
20897,"Lorenz & Kopf, LLP",Lorenz & Kopf LLP,100.0
20904,"Crawford Maunu, PLLC",Crawford Maunu PLLC,100.0
20914,Bookoff McAndrews,"Bookoff McAndrews, PLLC",100.0
20915,Lee Hong Degerman Kang & Waimey,"LEE, HONG, DEGERMAN, KANG & WAIMEY",100.0
20921,Bacon & Thomas,"BACON & THOMAS, PLLC",100.0
20924,"Rothwell Figg Ernst & Manbeck, P.C.","Rothwell, Figg, Ernst & Manbeck, P.C.",100.0
20927,Scully Scott Murphy & Presser,"Scully, Scott, Murphy & Presser, P.C.",100.0
20929,Ladas and Parry,"Ladas & Parry, LLP",100.0
20932,Emerson Thomson Bennett,"Emerson, Thomson & Bennett, LLC",100.0
20936,Bookoff McAndrews PLLC,"Bookoff McAndrews, PLLC",100.0
20946,Patterson + Sheridan LLP,"Patterson + Sheridan, LLP",100.0
20952,Cantor Colburn LLC,CANTOR COLBURN LLP,100.0
20955,"Kile Park Reed & Houtteman, PLLC",KILE PARK REED & HOUTTEMAN PLLC,100.0
20958,"Lewis Roca Rothgerber, LLP",Lewis Roca Rothgerber Christie LLP,100.0
20966,"Hauptman Ham, LLP","HAUPTMAN HAM, LLP",100.0
20967,Patterson + Sheridan,"Patterson + Sheridan, LLP",100.0
20978,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
20985,Banner Witcoff,"Banner & Witcoff, Ltd.",100.0
20989,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
20991,Drinker Biddle & Reath LLP,Faegre Drinker Biddle & Reath LLP,100.0
20993,Nixon Peabody LLC,NIXON PEABODY LLP,100.0
21001,McDonnell Boehnen Hulbert & Bergoff LLP,McDonnell Boehnen Hulbert & Berghoff LLP,98.50746268656717
21008,"Finnegan, Henderson, Farabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
21019,Perkins Coie LLP Perkins Coie LLP,Perkins Coie LLP,100.0
21027,McCarter & English LLP,"McCarter & English, LLP",100.0
21028,DLA Piper,DLA Piper LLP (US),100.0
21031,"Shook, Hardy & Bacon, LLP","Shook, Hardy & Bacon L.L.P.",100.0
21038,Lucas & Mercanti LLP,"LUCAS & MERCANTI, LLP",100.0
21062,Flaster Greenberg,Flaster Greenberg P.C.,100.0
21077,Baker and McKenzie,Baker & McKenzie LLP,100.0
21090,Shook Hardy & Bacon LLP,"Shook, Hardy & Bacon L.L.P.",100.0
21091,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
21099,"Wilson, Sonsini, Goodrich and Rosati",Wilson Sonsini Goodrich & Rosati,100.0
21100,Wood Herron and Evans LLP,Wood Herron & Evans LLP,100.0
21103,Baker and Botts LLP,Baker Botts L.L.P.,100.0
21107,DLA Piper,DLA Piper LLP (US),100.0
21111,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
21114,Ladas and Parry,"Ladas & Parry, LLP",100.0
21116,"Dinsmore & Shohl, LLP",Dinsmore & Shohl LLP,100.0
21117,Duane Morris,Duane Morris LLP,100.0
21128,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
21132,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
21136,Thorpe North and Western,Thorpe North & Western,100.0
21140,Wood Herron and Evans,Wood Herron & Evans LLP,100.0
21141,"Dinsmore & Shohl, LLP",Dinsmore & Shohl LLP,100.0
21148,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
21157,"Oliff & Berridge, PLC",Oliff PLC,100.0
21160,"Wolf, Grennfield & Sacks, P.C.","Wolf, Greenfield & Sacks, P.C.",95.23809523809524
21169,McDermott Will and Emery,McDermott Will & Emery LLP,100.0
21173,"Norris McLaughlin & Marcus, P.A.","Norris McLaughlin, P.A.",100.0
21174,Ladas & Parry LLP,"Ladas & Parry, LLP",100.0
21178,"McDonnell, Boehnen, Hulbert & Berghoff, LLP",McDonnell Boehnen Hulbert & Berghoff LLP,100.0
21179,"Bryan Cave, LLP",Bryan Cave Leighton Paisner LLP,100.0
21191,Birch Stewart Kolasch & Birch,"Birch, Stewart, Kolasch & Birch, LLP",100.0
21195,"Panitch Schwarze Belisario & Nadel, LLP",Panitch Schwarze Belisario & Nadel LLP,100.0
21203,Procopio Cory Hargreaves and Savitch LLP,"Procopio, Cory, Hargreaves & Savitch LLP",100.0
21205,"Greenblum and Bernstein, PLC","GREENBLUM & BERNSTEIN, P.L.C.",100.0
21218,"Edell Shapiro & Finnan, LLC","Edell, Shapiro & Finnan, LLC",100.0
21225,"McAndrews Held & Malloy, Ltd.","McAndrews, Held & Malloy, Ltd.",100.0
21228,"Wenderoth, Lind & Ponack LLP","Wenderoth, Lind & Ponack, L.L.P.",100.0
21229,"Schwegman, Lundberg, Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
21246,Calfee Halter and Griswold LLP,"Calfee, Halter & Griswold LLP",100.0
21250,"Thomas Horstemeyer, LLP","Thomas | Horstemeyer, LLP",100.0
21254,"Dinsmore & Shohl, LLP",Dinsmore & Shohl LLP,100.0
21263,McDonnell Boehnen Hulbert & Berghoff,McDonnell Boehnen Hulbert & Berghoff LLP,100.0
21276,"Finnegan, Henderson, Farabow, Garret & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",98.76543209876543
21284,Kilpatrick Townsend & Stockton LLP Kilpatrick Townsend & Stockton LLP,Kilpatrick Townsend & Stockton LLP,100.0
21286,Baker Botts LLP,Baker Botts L.L.P.,100.0
21292,Wilson Sonsini Goodrich & Rosati PC,Wilson Sonsini Goodrich & Rosati,100.0
21297,"Foley & Lardner, LLP",Foley & Lardner LLP,100.0
21307,Conley Rose and Tayon PC,"Conley Rose, P.C.",100.0
21313,"Lee & Hayes, PC","Lee & Hayes, P.C.",100.0
21318,Morrison Foerster,Morrison & Foerster LLP,100.0
21325,Brooks Kushman PC,Brooks Kushman P.C.,100.0
21328,Wilson Sonsini Goodrich & Rosati Professional Corporation,Wilson Sonsini Goodrich & Rosati,100.0
21335,Finnegan Henderson Farabow Garrett & Dunner LLP,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
21336,"Wolf Greenfield, P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
21343,"Greer Burns & Crain, Ltd.","Greer, Burns & Crain, Ltd.",100.0
21352,Mintz Levin,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
21354,"Withrow & Terranova, P.L.L.C.","Withrow & Terranova, PLLC",100.0
21356,Young Basile Hanlon & MacFarlane P.C.,"Young Basile Hanlon & MacFarlane, P.C.",100.0
21375,"Dykema Gossett, PLLC",Dykema Gossett PLLC,100.0
21381,"Dykema Gossett, PLLC",Dykema Gossett PLLC,100.0
21390,"FIG. 1 Patents, PLLC",FIG. 1 Patents,100.0
21406,K&L Gates,K&L Gates LLP,100.0
21409,Wilmer Cutler Pickering Hale & Dorr LLP,Wilmer Cutler Pickering Hale and Dorr LLP,100.0
21415,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
21417,"Fox Rothschild, LLP",Fox Rothschild LLP,100.0
21421,Seger Tufte & Wickhem LLP,"Seager, Tufte & Wickhem, LLP",97.43589743589743
21432,Arent Fox LLP,ArentFox Schiff LLP,100.0
21434,Husch Blackwell,Husch Blackwell LLP,100.0
21453,Jones Day Reavis and Pogue,Jones Day,100.0
21459,"Finnegan, Henderson, Farabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
21462,Westman Champlin & Koehler,"Westman, Champlin & Koehler, P.A.",100.0
21474,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
21482,"Myers Bigel Sibley & Sajovec, PA","Myers Bigel, P.A.",100.0
21485,"Ware, Fressola, Maguire & Barber LLP Bradford Green, Building Five","Ware, Fressola, Maguire & Barber LLP",100.0
21486,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
21497,"McDermott, Will & Emory",McDermott Will & Emery LLP,95.0
21512,Fish & Richardson PC,Fish & Richardson P.C.,100.0
21515,"McAndrews, Held & Malloy","McAndrews, Held & Malloy, Ltd.",100.0
21530,Volpe & Koenig P.C.,Volpe Koenig,100.0
21531,Arent Fox LLP,ArentFox Schiff LLP,100.0
21535,"Wilmer Cutler Pickering Hale & Dorr, LLP",Wilmer Cutler Pickering Hale and Dorr LLP,100.0
21538,Maier and Maier,"Maier & Maier, PLLC",100.0
21540,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
21542,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
21548,"Slater & Matsil, L.L.P.","Slater Matsil, LLP",100.0
21560,"Banner Witcoff, LLC","Banner & Witcoff, Ltd.",100.0
21575,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
21599,Wolf Greenfield & Sacks P.C.,"Wolf, Greenfield & Sacks, P.C.",100.0
21600,"Wilson Sonsini Goodrich & Rosati, P.C.",Wilson Sonsini Goodrich & Rosati,100.0
21601,Haynes and Boone LLP,"Haynes and Boone, LLP",100.0
21604,"Workman Nydegger, PC",Workman Nydegger,100.0
21616,Thorpe North Western,Thorpe North & Western,100.0
21628,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
21638,"Wolf Greenfield & Sacks, P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
21639,Lathrop GPM,Lathrop GPM LLP,100.0
21643,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
21645,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
21654,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
21659,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
21665,"Norton Rose Fulbright Canada, LLP",Norton Rose Fulbright Canada LLP,100.0
21669,"Mattingly & Malur, P.C.","MATTINGLY & MALUR, PC",100.0
21671,Lee & Hayes,"Lee & Hayes, P.C.",100.0
21681,"Lucas & Mercanti, LLP","LUCAS & MERCANTI, LLP",100.0
21687,Baker Hostetler LLP,BakerHostetler,100.0
21692,DLA Piper LLP,DLA Piper LLP (US),100.0
21716,Dority and Manning,"Dority & Manning, P.A.",100.0
21719,"Weaver Austin Villeneuve & Sampson, LLP",Weaver Austin Villeneuve & Sampson LLP,100.0
21732,McCarter & English LLP,"McCarter & English, LLP",100.0
21754,Snell & Wilmer L.L.P.,SNELL & WILMER L.L.P.,100.0
21768,Squire Patton Boggs,SQUIRE PATTON BOGGS (US) LLP,100.0
21779,Kilpatrick Townsend and Stockton,Kilpatrick Townsend & Stockton LLP,100.0
21786,DLA Piper LLP,DLA Piper LLP (US),100.0
21789,"Mueting Raasch & Gebhardt, P.A.",Mueting Raasch Group,100.0
21790,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
21793,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
21807,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
21814,Brooks Kushman P. C.,Brooks Kushman P.C.,100.0
21817,"Johnson, Marcon & Isaacs LLC","Johnson, Marcou, Isaacs & Nix, LLC",91.30434782608695
21819,"Perman and Green, LLP","Perman & Green, LLP",100.0
21824,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
21827,"Blank Rome, LLP",Blank Rome LLP,100.0
21840,McCarter & English LLP,"McCarter & English, LLP",100.0
21844,Wilson Sonsini Goodrich & Rosati Professional Corporation,Wilson Sonsini Goodrich & Rosati,100.0
21846,Marshall Gerstein & Borun LLP,"MARSHALL, GERSTEIN & BORUN LLP",100.0
21852,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
21857,Snell & Wilmer L.L.P.,SNELL & WILMER L.L.P.,100.0
21873,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
21895,Arent Fox LLP,ArentFox Schiff LLP,100.0
21897,"Eckert Seamans Cherin and Mellott, LLC U.S. Steel Tower","Eckert Seamans Cherin & Mellott, LLC",100.0
21901,Dickinson Wright LLP,Dickinson Wright PLLC,100.0
21902,"Wolf, Greenfield & Sacks, P.C. John L. Marquardt Jr.","Wolf, Greenfield & Sacks, P.C.",100.0
21915,"Imperium Patent Works, LLP",Imperium Patent Works,100.0
21919,Kirton & McConkie,Kirton McConkie,100.0
21922,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
21941,"Dority & Manning, PA","Dority & Manning, P.A.",100.0
21943,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
21949,"Barnes & Thornburg, LLP",Barnes & Thornburg LLP,100.0
21950,Faegre Dinker Biddle & Reath LLP,Faegre Drinker Biddle & Reath LLP,98.11320754716981
21961,"SHUMAKER, LOOP & KENDRICK, LLP","Shumaker, Loop & Kendrick, LLP",100.0
21968,"Vorys, Seymour, Sater, and Pease LLP","Vorys, Sater, Seymour and Pease LLP",100.0
21976,Baker Botts LLP,Baker Botts L.L.P.,100.0
21988,Norton Rose Fulbright,NORTON ROSE FULBRIGHT US LLP,100.0
21989,"Greer, Burns & Crain Ltd.","Greer, Burns & Crain, Ltd.",100.0
21990,"McDonnell, Boehnen, Hulbert & Berghoff",McDonnell Boehnen Hulbert & Berghoff LLP,100.0
21993,"Dority & Manning, P.A,","Dority & Manning, P.A.",100.0
21997,Baker McKenzie LLP,Baker & McKenzie LLP,100.0
22000,"Harness, Dickey & Pierce, P.L.C","Harness, Dickey & Pierce, P.L.C.",100.0
22020,"Barnes & Thornburg, LLP",Barnes & Thornburg LLP,100.0
22038,"Morgan, Lewis & Bockius","Morgan, Lewis & Bockius LLP",100.0
22046,Knobbe Martens,"Knobbe, Martens, Olson & Bear, LLP",100.0
22047,Armstrong teasdale LLP,Armstrong Teasdale LLP,100.0
22048,Wilson Sonsini Goodrich and Rosati,Wilson Sonsini Goodrich & Rosati,100.0
22087,Blank Rome,Blank Rome LLP,100.0
22090,"Neal, Gerber & Eisenberg, LLP","Neal, Gerber & Eisenberg LLP",100.0
22104,Shook Hardy and Bacon,"Shook, Hardy & Bacon L.L.P.",100.0
22111,Bookoff McAndrews,"Bookoff McAndrews, PLLC",100.0
22118,Brake Hughes Bellermann.LLP,Brake Hughes Bellermann LLP,93.87755102040816
22119,Tucker Ellis LLP Tucker Ellis LLP,Tucker Ellis LLP,100.0
22121,"Ryan Mason and Lewis, LLP","Ryan, Mason & Lewis, LLP",100.0
22122,Ladas and Parry LLP,"Ladas & Parry, LLP",100.0
22123,"Shook, Hardy & Bacon LLP","Shook, Hardy & Bacon L.L.P.",100.0
22124,"Wilmer Cutler Pickering Hale and Dorr, LLP",Wilmer Cutler Pickering Hale and Dorr LLP,100.0
22129,"Saliwanchik, Lloyd & Eisenschenk","SALIWANCHIK, LLOYD & EISENSCHENK",100.0
22130,Womble Bond & Dickinson,Womble Bond Dickinson (US) LLP,100.0
22131,Osha Bergman Watanabe Burton,Osha Bergman Watanabe & Burton LLP,100.0
22132,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
22146,"Finnegan, Henderson, Farabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
22149,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
22173,"Finnegan, Henderson, Fatabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",97.5609756097561
22174,"Volpe and Koenig, P.C.",Volpe Koenig,100.0
22175,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
22188,"Wolf, Greenfield & Sacks","Wolf, Greenfield & Sacks, P.C.",100.0
22191,KILPATRICK TOWNSEND & STOCKTON LLP,Kilpatrick Townsend & Stockton LLP,100.0
22194,Baker Botts LLP,Baker Botts L.L.P.,100.0
22199,Foley Hoag,Foley Hoag LLP,100.0
22204,"Finnegan Henderson Farabow Garrett & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
22207,"Slater & Matsil, L.L.P.","Slater Matsil, LLP",100.0
22209,"Hayes Soloway, PC",HAYES SOLOWAY P.C.,100.0
22214,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
22236,"Mattingly & Malur, P.C.","MATTINGLY & MALUR, PC",100.0
22237,"Mattingly & Malur, P.C.","MATTINGLY & MALUR, PC",100.0
22240,"Carter, Deluca & Farrell LLP","Carter, DeLuca & Farrell LLP",100.0
22267,Greenberg Traurig LLP,"Greenberg Traurig, LLP",100.0
22268,Baker Botts LLP,Baker Botts L.L.P.,100.0
22269,"Crawford Maunu, PLLC",Crawford Maunu PLLC,100.0
22272,Foley and Lardner LLP,Foley & Lardner LLP,100.0
22274,"Foley & Lardner, LLP",Foley & Lardner LLP,100.0
22278,Klarquist Sparkman LLP,"Klarquist Sparkman, LLP",100.0
22284,Maschoff Brennan Gilmore Israelsen & Mauriel LLP,Maschoff Brennan,100.0
22292,"Holland & Hart, LLP",Holland & Hart LLP,100.0
22299,"Cantor Colburn, LLP",CANTOR COLBURN LLP,100.0
22305,"Nixon Peabody, LLP",NIXON PEABODY LLP,100.0
22315,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
22319,Merchant & Gould PC,Merchant & Gould P.C.,100.0
22329,Dykema Gossett,Dykema Gossett PLLC,100.0
22331,"Shook, Hardy & Bacon","Shook, Hardy & Bacon L.L.P.",100.0
22337,"Baker Botts, LLP",Baker Botts L.L.P.,100.0
22351,"Hamilton, Brook, Smith & Reynolds","Hamilton, Brook, Smith & Reynolds, P.C.",100.0
22355,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
22361,Greenblum and Bernstein PLC,"GREENBLUM & BERNSTEIN, P.L.C.",100.0
22365,"Wilson Sonsini Goodrich and Rosati, PC",Wilson Sonsini Goodrich & Rosati,100.0
22371,Kilpatrick Townsend & Stockton,Kilpatrick Townsend & Stockton LLP,100.0
22378,"McAndrew Held & Malloy, Ltd.","McAndrews, Held & Malloy, Ltd.",97.95918367346938
22386,"SEAGER. TUFTE, WICKHEM, LLP","Seager, Tufte & Wickhem, LLP",100.0
22387,"Tucker Ellis, LLP",Tucker Ellis LLP,100.0
22390,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
22398,Morrison & Foerster,Morrison & Foerster LLP,100.0
22401,"McAndrews Held and Malloy, Ltd.","McAndrews, Held & Malloy, Ltd.",100.0
22430,"Finnegan, Henderson, Farabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
22438,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
22449,Knobbe Martens Olson and Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
22453,"Schwegman, Lundberg and Woessner LLP","Schwegman Lundberg & Woessner, P.A.",100.0
22461,Morrison & Foerster,Morrison & Foerster LLP,100.0
22465,Goodwin Procter,Goodwin Procter LLP,100.0
22466,Merchant and Gould P.C.,Merchant & Gould P.C.,100.0
22467,Haynes & Boone,"Haynes and Boone, LLP",100.0
22471,"Calfee Halter and Griswold, LLP","Calfee, Halter & Griswold LLP",100.0
22476,Fletcher Yoder,"Fletcher Yoder, P.C.",100.0
22482,Dickinson Wright RLLP,Dickinson Wright PLLC,100.0
22483,Young Basile Hanlon and Macfarlane P.C.,"Young Basile Hanlon & MacFarlane, P.C.",100.0
22487,"Patterson & Sheridan, LLP","Patterson + Sheridan, LLP",100.0
22492,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
22518,Banner Witcoff,"Banner & Witcoff, Ltd.",100.0
22522,"Quarles & Brady, LLP",Quarles & Brady LLP,100.0
22523,"Foley and Lardner, LLP",Foley & Lardner LLP,100.0
22524,Dinsmore & Shohl,Dinsmore & Shohl LLP,100.0
22527,"Frost Brown Todd, LLC.",Frost Brown Todd LLP,100.0
22541,"Baker & McKenzie, LLP",Baker & McKenzie LLP,100.0
22547,"K&L Gates, LLP",K&L Gates LLP,100.0
22549,Snell & Wilmer,SNELL & WILMER L.L.P.,100.0
22553,"Fox Rothschild, LLP",Fox Rothschild LLP,100.0
22554,"Sterne, Kessler, Goldstein & Fox","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
22557,Kilpatrick Townsend and Stockton LLP,Kilpatrick Townsend & Stockton LLP,100.0
22563,"Schwegman Lundberg Woessner & Kluth, PA","Schwegman Lundberg & Woessner, P.A.",100.0
22572,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
22576,"Dickinson Wright, RLLP",Dickinson Wright PLLC,100.0
22582,c/o Davis Wright Tremaine LLP,Davis Wright Tremaine LLP,100.0
